Country,Country_Code,Year,total_population,population_density_sq_km,urban_population_percent,rural_population_percent,electricity_access_percent,renewable_energy_consumption_percent,clean_fuel_tech_cooking_percent,co2_emissions_excl_lulucf,gdp
Armenia,ARM,2008,3087100.0,108.4334387,63.64,36.36,99.2,6.4,94.9,5.6482,11662040713.8753
Armenia,ARM,2009,3066000.0,107.6923077,63.54,36.46,99.3,7.8,95.6,4.5018,8647937081.2562
Armenia,ARM,2010,3044800.0,106.9476642,63.44,36.56,99.8,9.4,96.1,4.2988,9260285755.62424
Armenia,ARM,2011,3027900.0,106.3540569,63.34,36.66,99.5,8.0,96.6,4.9037,10142111824.5835
Armenia,ARM,2012,3024100.0,106.2205831,63.24,36.76,99.5,6.6,96.8,5.6692,10619320682.9474
Armenia,ARM,2013,3022000.0,106.1468212,63.164,36.836,99.4,6.8,97.1,5.4813,11121464437.0415
Armenia,ARM,2014,3013800.0,105.8587987,63.112,36.888,99.7,7.1,97.3,5.4722,11609513246.7958
Armenia,ARM,2015,3004600.0,105.5356516,63.085,36.915,100.0,10.7,97.5,5.3342,10553337518.414
Armenia,ARM,2016,2992300.0,105.1036178,63.082,36.918,99.8,13.2,97.6,5.0789,10546136235.5219
Armenia,ARM,2017,2979400.0,104.6505093,63.103,36.897,99.7,12.6,97.7,5.3808,11527458709.0158
Armenia,ARM,2018,2969000.0,104.2852125,63.149,36.851,99.9,11.1,97.8,5.6947,12457940694.7395
Armenia,ARM,2019,2962500.0,104.056902,63.219,36.781,100.0,10.3,97.9,6.182,13619290539.2116
Armenia,ARM,2020,2961500.0,104.0217773,63.313,36.687,100.0,8.4,97.9,6.7038,12641698583.2152
Austria,AUT,2008,8321496.0,100.8421716,57.966,42.034,100.0,29.7,100.0,74.5096,429234399096.173
Austria,AUT,2009,8343323.0,101.1066772,57.683,42.317,100.0,31.3,100.0,67.9079,399290118782.429
Austria,AUT,2010,8363404.0,101.3500242,57.399,42.601,100.0,31.1,100.0,73.581,389827789217.634
Austria,AUT,2011,8391643.0,101.6922322,57.115,42.885,100.0,31.6,100.0,71.9557,428954737064.057
Austria,AUT,2012,8429991.0,102.1569438,57.147,42.853,100.0,34.4,100.0,68.8985,406750487603.59
Austria,AUT,2013,8479823.0,102.7608216,57.336,42.664,100.0,34.6,100.0,69.4999,426580502769.417
Austria,AUT,2014,8546356.0,103.5670868,57.526,42.474,100.0,35.7,100.0,65.8761,438556021078.034
Austria,AUT,2015,8642699.0,104.7345977,57.715,42.285,100.0,34.8,100.0,67.2562,379546097300.633
Austria,AUT,2016,8736668.0,105.8733398,57.905,42.095,100.0,34.6,100.0,67.6656,393687359770.273
Austria,AUT,2017,8797566.0,106.6113185,58.094,41.906,100.0,34.0,100.0,69.9541,414926138132.691
Austria,AUT,2018,8840521.0,107.1318589,58.297,41.703,100.0,34.1,100.0,66.9575,452582294972.775
Austria,AUT,2019,8879920.0,107.6093068,58.515,41.485,100.0,34.0,100.0,68.5563,442983642371.842
Austria,AUT,2020,8916864.0,108.0570044,58.748,41.252,100.0,35.8,100.0,62.6299,434397601557.696
Belarus,BLR,2008,9527985.0,46.95855635,73.726,26.274,93.2,7.1,98.1,64.4619,60752106347.126
Belarus,BLR,2009,9504583.0,46.84414336,74.172,25.828,93.8,7.4,98.5,61.352,50873167326.0414
Belarus,BLR,2010,9483836.0,46.74096855,74.672,25.328,94.4,7.3,98.7,65.8561,57231904542.8755
Belarus,BLR,2011,9461643.0,46.62975211,75.188,24.812,95.0,7.5,99.0,62.6977,61762382327.9319
Belarus,BLR,2012,9446836.0,46.5593029,75.697,24.303,95.6,7.2,99.2,63.98,65685890438.8922
Belarus,BLR,2013,9443211.0,46.53937252,76.199,23.801,96.2,7.0,99.3,64.1533,75527558966.4473
Belarus,BLR,2014,9448515.0,46.55060033,76.693,23.307,96.8,6.7,99.4,63.6974,78812805039.0743
Belarus,BLR,2015,9461076.0,46.61133719,77.181,22.819,97.4,6.8,99.5,59.0118,56454889146.6088
Belarus,BLR,2016,9469379.0,46.64994482,77.661,22.339,98.0,6.7,99.5,58.9515,47723545321.259
Belarus,BLR,2017,9458989.0,46.59875953,78.134,21.866,98.7,7.3,99.6,60.1134,54725302249.8088
Belarus,BLR,2018,9438785.0,46.50105922,78.595,21.405,99.3,7.2,99.7,63.4636,60031173807.7196
Belarus,BLR,2019,9419758.0,46.41075062,79.044,20.956,100.0,7.8,99.7,61.3005,64410122847.3508
Belarus,BLR,2020,9379952.0,46.21121293,79.483,20.517,100.0,8.4,99.7,58.0941,61371755326.2351
Belgium,BEL,2008,10709973.0,353.079913,97.555,2.445,100.0,4.0,100.0,114.3278,517328087920.078
Belgium,BEL,2009,10796493.0,355.932252,97.603,2.397,100.0,4.9,100.0,107.0745,485014525992.461
Belgium,BEL,2010,10895586.0,359.1990901,97.651,2.349,100.0,6.2,100.0,114.6444,481556503720.001
Belgium,BEL,2011,11038264.0,363.9028121,97.698,2.302,100.0,6.7,100.0,104.2439,527196649048.639
Belgium,BEL,2012,11106932.0,366.1666172,97.744,2.256,100.0,7.7,100.0,102.773,498414364944.961
Belgium,BEL,2013,11159407.0,367.8965813,97.789,2.211,100.0,8.3,100.0,104.1691,524097026598.55
Belgium,BEL,2014,11209057.0,369.5334125,97.833,2.167,100.0,9.1,100.0,97.4685,537987419164.351
Belgium,BEL,2015,11274196.0,371.6808756,97.876,2.124,100.0,9.4,100.0,102.0938,461044767544.531
Belgium,BEL,2016,11331422.0,373.5674678,97.919,2.081,100.0,9.2,100.0,101.0047,474271566739.729
Belgium,BEL,2017,11375158.0,375.0093298,97.961,2.039,100.0,9.7,100.0,99.4023,500908767351.53
Belgium,BEL,2018,11427054.0,374.7435149,98.001,1.999,100.0,10.7,100.0,100.1343,542638913427.921
Belgium,BEL,2019,11488980.0,376.761986,98.041,1.959,100.0,10.2,100.0,100.0509,536726344405.489
Belgium,BEL,2020,11538604.0,378.3893225,98.079,1.921,100.0,12.3,100.0,92.3731,529694473501.791
Brazil,BRA,2008,190367302.0,22.77627582,83.749,16.251,98.5,47.0,93.1,409.2582,1695855083552.05
Brazil,BRA,2009,192079951.0,22.98118373,84.044,15.956,98.9,48.9,93.4,382.7997,1666996438681.46
Brazil,BRA,2010,193701929.0,23.17524342,84.335,15.665,98.6,46.8,93.9,436.393,2208837745214.23
Brazil,BRA,2011,195284734.0,23.36461629,84.631,15.369,99.3,45.2,94.3,458.3598,2616156223977.47
Brazil,BRA,2012,196876111.0,23.55501475,84.923,15.077,99.5,43.5,94.7,495.2275,2465227803011.57
Brazil,BRA,2013,198478299.0,23.74670668,85.209,14.791,99.6,42.3,95.1,520.3719,2472819535742.73
Brazil,BRA,2014,200085127.0,23.93895376,85.492,14.508,99.7,41.7,95.4,545.1421,2456043727198.85
Brazil,BRA,2015,201675532.0,24.12923593,85.77,14.23,99.7,43.7,95.7,515.5152,1802212206904.68
Brazil,BRA,2016,203218114.0,24.31379637,86.042,13.958,99.7,45.4,95.8,480.8269,1795693482652.52
Brazil,BRA,2017,204703445.0,24.49150708,86.309,13.691,99.8,45.3,96.1,492.7353,2063514977334.32
Brazil,BRA,2018,206107261.0,24.65946502,86.569,13.431,99.7,46.9,96.2,468.764,1916933898038.36
Brazil,BRA,2019,207455459.0,24.82076862,86.824,13.176,99.8,47.5,96.4,468.014,1873288205186.45
Brazil,BRA,2020,208660842.0,24.96498527,87.073,12.927,99.7,50.0,96.4,447.6954,1476107231194.11
Canada,CAN,2008,33247298.0,3.708322375,80.578,19.422,100.0,21.6,100.0,580.5967,1552989690721.65
Canada,CAN,2009,33630069.0,3.751015717,80.758,19.242,100.0,22.2,100.0,547.2832,1374625142157.29
Canada,CAN,2010,34005902.0,3.792935211,80.937,19.063,100.0,21.4,100.0,563.41,1617343367486.26
Canada,CAN,2011,34339221.0,3.830112798,81.096,18.904,100.0,21.5,100.0,575.9768,1793326630174.52
Canada,CAN,2012,34713395.0,3.871847252,81.137,18.863,100.0,21.8,100.0,573.5173,1828366481521.6
Canada,CAN,2013,35080992.0,3.912848123,81.178,18.822,100.0,22.2,100.0,582.6315,1846597421834.98
Canada,CAN,2014,35434066.0,3.952229134,81.218,18.782,100.0,22.2,100.0,588.8153,1805749878439.94
Canada,CAN,2015,35704498.0,3.982392458,81.259,18.741,100.0,22.3,100.0,585.6989,1556508816217.14
Canada,CAN,2016,36110803.0,4.027710725,81.3,18.7,100.0,22.1,100.0,584.0312,1527994741907.43
Canada,CAN,2017,36545075.0,4.076148363,81.35,18.65,100.0,22.8,100.0,595.0612,1649265644244.09
Canada,CAN,2018,37072620.0,4.134989443,81.411,18.589,100.0,22.3,100.0,606.8575,1725329192783.02
Canada,CAN,2019,37618495.0,4.195875007,81.482,18.518,100.0,22.4,100.0,593.9794,1743725183672.52
Canada,CAN,2020,38028638.0,4.241621355,81.562,18.438,100.0,23.9,100.0,544.9676,1655684730000.19
China,CHN,2008,1324655000.0,141.0977052,46.539,53.461,98.8,14.1,52.7,7774.9554,4594336785737.67
China,CHN,2009,1331260000.0,141.8012441,47.88,52.12,99.1,13.4,55.2,8340.2013,5101691124285.21
China,CHN,2010,1337705000.0,142.4877434,49.226,50.774,99.7,12.3,57.4,9124.9114,6087191746679.49
China,CHN,2011,1345035000.0,143.2685098,50.511,49.489,99.9,11.3,60.1,9975.9314,7551545703440.75
China,CHN,2012,1354190000.0,144.243669,51.765,48.235,99.9,11.5,62.9,10288.8595,8532185381680.59
China,CHN,2013,1363240000.0,145.2076439,53.013,46.987,100.0,11.5,65.8,10782.993,9570471111831.68
China,CHN,2014,1371860000.0,146.1258167,54.259,45.741,100.0,11.9,68.8,10909.7228,10475624944355.2
China,CHN,2015,1379860000.0,146.9779493,55.5,44.5,100.0,12.2,71.5,10768.9819,11061572618578.7
China,CHN,2016,1387790000.0,147.8226414,56.736,43.264,100.0,12.6,74.4,10786.0992,11233313730348.7
China,CHN,2017,1396215000.0,148.7200435,57.96,42.04,100.0,13.1,77.1,11026.1102,12310491333980.9
China,CHN,2018,1402760000.0,149.4171945,59.152,40.848,100.0,13.5,79.5,11553.536,13894907857880.6
China,CHN,2019,1407745000.0,149.9481797,60.308,39.692,100.0,14.3,82.0,11819.3583,14279968506271.7
China,CHN,2020,1411100000.0,150.3055428,61.428,38.572,100.0,14.9,83.8,12037.3161,14687744162801.0
Colombia,COL,2008,43758808.0,39.44011537,77.204,22.796,96.8,30.8,83.9,61.4985,242504150472.931
Colombia,COL,2009,44271541.0,39.90224516,77.587,22.413,96.1,31.4,84.9,64.3763,232468663109.595
Colombia,COL,2010,44777319.0,40.35810635,77.964,22.036,96.8,30.6,85.6,66.1633,286498534094.963
Colombia,COL,2011,45259614.0,40.79280216,78.335,21.665,96.7,29.6,86.5,71.4373,334966134804.887
Colombia,COL,2012,45715810.0,41.20397476,78.701,21.299,97.0,29.6,87.1,71.6643,370691143018.039
Colombia,COL,2013,46151584.0,41.59674087,79.061,20.939,97.8,32.0,87.9,79.3336,382093697077.685
Colombia,COL,2014,46565429.0,41.96974223,79.415,20.585,97.8,32.1,88.8,81.4547,381240864422.407
Colombia,COL,2015,46969940.0,42.33433078,79.764,20.236,98.2,31.1,89.4,82.5923,293492370193.166
Colombia,COL,2016,47437512.0,42.75575665,80.108,19.892,98.4,30.5,90.0,85.4112,282720100286.228
Colombia,COL,2017,48131078.0,43.38087247,80.446,19.554,98.5,32.2,90.7,77.7974,311866875156.879
Colombia,COL,2018,49024465.0,44.18608833,80.778,19.222,98.5,30.4,91.4,81.6321,334198218098.276
Colombia,COL,2019,49907985.0,44.982411,81.104,18.896,99.4,31.5,91.9,81.4829,323031701192.84
Colombia,COL,2020,50629997.0,45.63316539,81.425,18.575,99.7,32.0,92.6,81.268,270348342541.465
Costa Rica,CRI,2008,4440056.0,86.95761849,69.39,30.61,99.3,40.7,91.8,7.635,30801745700.4514
Costa Rica,CRI,2009,4499791.0,88.12751665,70.575,29.425,99.4,40.7,92.1,7.3266,30745714312.6417
Costa Rica,CRI,2010,4555962.0,89.22761457,71.736,28.264,99.0,40.4,92.4,7.2454,37658616951.8038
Costa Rica,CRI,2011,4609833.0,90.28266745,72.868,27.132,99.2,38.0,92.8,7.7059,42762613698.9636
Costa Rica,CRI,2012,4663934.0,91.34222483,73.946,26.054,99.5,38.1,93.2,7.6448,47231655431.7355
Costa Rica,CRI,2013,4716147.0,92.36480611,74.97,25.03,99.6,37.8,93.5,7.9449,50949668841.6696
Costa Rica,CRI,2014,4767119.0,93.36308265,75.941,24.059,99.4,37.6,93.9,8.0558,52016408854.2658
Costa Rica,CRI,2015,4818038.0,94.36032119,76.862,23.138,99.4,38.3,94.2,7.7698,56441920820.5194
Costa Rica,CRI,2016,4866998.0,95.31919311,77.735,22.265,99.5,34.1,94.6,8.2305,58847019609.6549
Costa Rica,CRI,2017,4913177.0,96.22359969,78.56,21.44,99.6,33.3,95.0,8.3771,60516044656.5206
Costa Rica,CRI,2018,4957818.0,97.09788484,79.34,20.66,99.7,33.1,95.3,8.4455,62420164991.5374
Costa Rica,CRI,2019,4999553.0,97.91525656,80.076,19.924,99.7,33.4,95.6,8.1893,64417670521.3545
Costa Rica,CRI,2020,5034320.0,98.59616138,80.771,19.229,99.9,36.4,95.9,7.1732,62395610760.0492
Croatia,HRV,2008,4309705.0,77.00852334,54.819,45.181,100.0,24.1,100.0,23.2226,68478776205.9826
Croatia,HRV,2009,4305181.0,76.92768566,54.987,45.013,100.0,27.2,100.0,21.572,62321642125.1721
Croatia,HRV,2010,4295427.0,76.75339504,55.155,44.845,100.0,29.8,100.0,20.8272,58981738868.753
Croatia,HRV,2011,4280622.0,76.48884997,55.322,44.678,100.0,27.2,100.0,20.3379,62903737379.7834
Croatia,HRV,2012,4260368.0,76.12693875,55.506,44.494,100.0,29.4,100.0,18.6918,57551963753.2104
Croatia,HRV,2013,4233922.0,75.65438496,55.706,44.294,100.0,32.8,100.0,18.3064,59852401272.3204
Croatia,HRV,2014,4201598.0,75.07679937,55.923,44.077,100.0,33.6,100.0,17.6208,59612144078.4133
Croatia,HRV,2015,4151725.0,74.1856372,56.155,43.845,100.0,33.1,100.0,17.9625,51005200669.6941
Croatia,HRV,2016,4106867.0,73.3840862,56.403,43.597,100.0,31.8,100.0,18.2083,52654855638.1057
Croatia,HRV,2017,4041407.0,72.21440569,56.667,43.333,100.0,29.8,100.0,18.7342,56186190437.9959
Croatia,HRV,2018,3988775.0,71.27394396,56.947,43.053,100.0,32.8,100.0,17.7075,61668130122.5878
Croatia,HRV,2019,3949390.0,70.57018798,57.242,42.758,100.0,31.6,100.0,17.935,61467582193.6824
Croatia,HRV,2020,3914206.0,69.9464975,57.553,42.447,100.0,32.4,100.0,17.014,57963370885.0798
Cyprus,CYP,2008,1091026.0,118.0764069,67.839,32.161,100.0,5.7,100.0,8.4936,27844646257.507
Cyprus,CYP,2009,1109371.0,120.0617965,67.695,32.305,100.0,6.3,100.0,8.2866,26048179949.1741
Cyprus,CYP,2010,1127816.0,122.0580087,67.551,32.449,100.0,6.5,100.0,7.9134,25799940077.6075
Cyprus,CYP,2011,1146493.0,124.079329,67.406,32.594,100.0,7.6,100.0,7.6557,27641547909.7011
Cyprus,CYP,2012,1165397.0,126.1252165,67.261,32.739,100.0,8.6,100.0,7.1208,25047436974.6819
Cyprus,CYP,2013,1183895.0,128.1271645,67.137,32.863,100.0,9.7,100.0,6.4395,23959712860.8331
Cyprus,CYP,2014,1201801.0,130.0650433,67.031,32.969,100.0,9.5,100.0,6.8161,23225918259.9824
Cyprus,CYP,2015,1219502.0,131.9807359,66.946,33.054,100.0,10.4,100.0,6.855,19909278416.8575
Cyprus,CYP,2016,1237112.0,133.8865801,66.881,33.119,100.0,10.3,100.0,7.2207,21046462280.5979
Cyprus,CYP,2017,1254275.0,135.7440476,66.836,33.164,100.0,10.9,100.0,7.3619,22946570628.7576
Cyprus,CYP,2018,1270737.0,137.5256494,66.81,33.19,100.0,12.0,100.0,7.2127,25754001367.5448
Cyprus,CYP,2019,1286671.0,139.2501082,66.805,33.195,100.0,12.0,100.0,7.2148,26196667099.5303
Cyprus,CYP,2020,1302247.0,140.9358225,66.821,33.179,100.0,15.0,100.0,6.8,25555093854.2968
Czechia,CZE,2008,10384603.0,134.4459218,73.394,26.606,100.0,9.0,100.0,125.3114,236506264753.95
Czechia,CZE,2009,10443936.0,135.214086,73.324,26.676,100.0,10.2,100.0,118.9909,206971882704.716
Czechia,CZE,2010,10474410.0,135.6261815,73.255,26.745,100.0,10.9,100.0,120.345,211168667286.27
Czechia,CZE,2011,10496088.0,135.9068756,73.185,26.815,100.0,12.2,100.0,117.555,231429378717.312
Czechia,CZE,2012,10510785.0,136.0971773,73.197,26.803,100.0,12.8,100.0,113.4623,210363223087.728
Czechia,CZE,2013,10514272.0,136.1599586,73.29,26.71,100.0,13.9,100.0,108.945,213024360541.119
Czechia,CZE,2014,10525347.0,136.30338,73.384,26.616,100.0,14.8,100.0,106.6095,210911285077.683
Czechia,CZE,2015,10546059.0,136.589289,73.477,26.523,100.0,14.8,100.0,107.5739,189107698561.919
Czechia,CZE,2016,10566332.0,136.8518586,73.57,26.43,100.0,14.8,100.0,109.0102,198160659303.939
Czechia,CZE,2017,10594438.0,137.2158788,73.675,26.325,100.0,14.5,100.0,109.8664,221563575696.217
Czechia,CZE,2018,10629928.0,137.6755343,73.792,26.208,100.0,14.7,100.0,108.6618,251992360762.236
Czechia,CZE,2019,10671870.0,138.2268103,73.921,26.079,100.0,15.9,100.0,103.2747,256794209028.77
Czechia,CZE,2020,10697858.0,138.5759288,74.061,25.939,100.0,17.0,100.0,94.2044,251109660602.536
Denmark,DNK,2008,5493621.0,137.340525,86.487,13.513,100.0,18.5,100.0,50.6624,354979471960.142
Denmark,DNK,2009,5523095.0,138.077375,86.654,13.346,100.0,19.3,100.0,48.4684,322619152194.594
Denmark,DNK,2010,5547683.0,138.692075,86.795,13.205,100.0,21.2,100.0,48.58,322345594075.47
Denmark,DNK,2011,5570572.0,139.2643,86.957,13.043,100.0,23.8,100.0,43.5074,344315595263.175
Denmark,DNK,2012,5591572.0,139.7893,87.142,12.858,100.0,26.9,100.0,38.6096,326792574244.963
Denmark,DNK,2013,5614932.0,140.3733,87.292,12.708,100.0,27.0,100.0,40.3534,344631016965.12
Denmark,DNK,2014,5643475.0,141.086875,87.41,12.59,100.0,30.2,100.0,36.2169,352832602064.452
Denmark,DNK,2015,5683483.0,142.087075,87.526,12.474,100.0,32.5,100.0,34.0852,301758922337.637
Denmark,DNK,2016,5728010.0,143.20025,87.642,12.358,100.0,32.0,100.0,35.7161,312181849372.233
Denmark,DNK,2017,5764980.0,144.1245,87.757,12.243,100.0,35.0,100.0,33.582,331610593961.988
Denmark,DNK,2018,5793636.0,144.8409,87.874,12.126,100.0,34.6,100.0,33.5742,355293374912.393
Denmark,DNK,2019,5814422.0,145.36055,87.994,12.006,100.0,37.2,100.0,30.0831,345401473012.615
Denmark,DNK,2020,5831404.0,145.7851,88.116,11.884,100.0,39.5,100.0,27.6033,355631021931.621
Dominican Republic,DOM,2008,9573130.0,198.1604223,71.3,28.7,97.6,17.7,87.1,20.6535,48122601530.3324
Dominican Republic,DOM,2009,9695265.0,200.6885738,72.542,27.458,97.9,17.3,87.3,19.8004,48261078913.7266
Dominican Republic,DOM,2010,9820175.0,203.2741668,73.753,26.247,98.1,16.9,87.5,20.8377,53860187257.9593
Dominican Republic,DOM,2011,9945621.0,205.8708549,74.827,25.173,97.9,16.8,87.6,21.0813,58029773599.455
Dominican Republic,DOM,2012,10070411.0,208.453964,75.802,24.198,97.9,16.5,87.9,21.8534,60681535652.5373
Dominican Republic,DOM,2013,10193833.0,211.008756,76.749,23.251,98.4,16.6,88.3,21.4596,62682159338.0354
Dominican Republic,DOM,2014,10315528.0,213.5277996,77.67,22.33,98.5,17.3,88.6,21.6743,67179955677.2791
Dominican Republic,DOM,2015,10434829.0,215.9972883,78.566,21.434,98.6,14.9,89.1,23.8,71164826836.5281
Dominican Republic,DOM,2016,10551430.0,218.410888,79.436,20.564,98.9,15.3,89.6,24.7963,75704647877.6559
Dominican Republic,DOM,2017,10666843.0,220.7998965,80.277,19.723,100.0,16.9,90.2,23.7362,79998046306.0
Dominican Republic,DOM,2018,10782053.0,223.184703,81.074,18.926,98.9,15.9,90.7,25.5515,85555390139.118
Dominican Republic,DOM,2019,10894043.0,226.0267745,81.828,18.172,99.0,14.4,91.3,25.9419,88941372558.2397
Dominican Republic,DOM,2020,11008300.0,228.3973491,82.54,17.46,100.0,16.0,91.9,23.0619,78844656298.1776
Ecuador,ECU,2008,14575202.0,58.68578676,62.3,37.7,97.2,15.3,93.4,31.8179,61139438000.0
Ecuador,ECU,2009,14825954.0,59.69541794,62.495,37.505,96.5,12.9,93.6,34.6222,60094978000.0
Ecuador,ECU,2010,15076695.0,60.70500483,62.69,37.31,97.5,11.8,94.0,37.3219,68151329000.0
Ecuador,ECU,2011,15326227.0,61.70972379,62.851,37.149,96.9,13.2,93.95,37.6935,78986648000.0
Ecuador,ECU,2012,15572194.0,62.70008858,62.988,37.012,97.2,13.2,94.0,37.8686,87735048000.0
Ecuador,ECU,2013,15807128.0,63.64602996,63.125,36.875,98.0,11.8,94.2,40.2925,96570334000.0
Ecuador,ECU,2014,16035124.0,64.56403608,63.261,36.739,99.0,12.2,94.2,42.4828,102718000000.0
Ecuador,ECU,2015,16266225.0,65.49454421,63.398,36.602,98.8,13.1,94.3,42.2047,97209558000.0
