Country,Country_Code,Year,total_population,population_density_sq_km,urban_population_percent,rural_population_percent,electricity_access_percent,renewable_energy_consumption_percent,clean_fuel_tech_cooking_percent,co2_emissions_excl_lulucf,gdp
Ecuador,ECU,2016,16505139.0,66.45651071,63.534,36.466,98.7,14.8,94.4,40.9127,97671433000.0
Ecuador,ECU,2017,16759519.0,67.48074972,63.67,36.33,99.2,17.0,94.4,39.7064,104467000000.0
Ecuador,ECU,2018,17049547.0,68.64852231,63.821,36.179,98.7,16.3,94.5,41.3159,107479000000.0
Ecuador,ECU,2019,17340021.0,69.81809067,63.986,36.014,99.1,17.7,94.4,40.7692,107596000000.0
Ecuador,ECU,2020,17546065.0,70.64770897,64.166,35.834,98.9,20.2,94.4,35.6829,95865472000.0
Estonia,EST,2008,1337090.0,31.5425808,68.351,31.649,100.0,20.5,100.0,20.2026,24342935403.5447
Estonia,EST,2009,1334515.0,31.48183534,68.223,31.777,100.0,24.2,100.0,16.824,19633984440.1223
Estonia,EST,2010,1331475.0,31.41012031,68.094,31.906,100.0,25.3,100.0,21.6256,19524355419.038
Estonia,EST,2011,1327439.0,31.31490918,67.965,32.035,100.0,25.2,100.0,21.7324,23303915794.7569
Estonia,EST,2012,1322696.0,31.20301958,67.974,32.026,100.0,25.0,100.0,20.5968,23237406116.3988
Estonia,EST,2013,1317997.0,30.31969174,68.122,31.878,100.0,24.5,100.0,22.9377,25451032780.7573
Estonia,EST,2014,1314545.0,30.24028065,68.269,31.731,100.0,25.3,100.0,22.003,27055689003.0038
Estonia,EST,2015,1315407.0,30.26011042,68.416,31.584,100.0,28.2,100.0,19.9902,23311847750.9394
Estonia,EST,2016,1315790.0,30.2689211,68.563,31.437,100.0,27.2,100.0,19.9891,24561027787.7896
Estonia,EST,2017,1317384.0,30.816,68.717,31.283,100.0,27.5,100.0,21.2239,27469461919.1189
Estonia,EST,2018,1321977.0,30.9234386,68.88,31.12,100.0,28.6,100.0,22.3408,31222632740.7247
Estonia,EST,2019,1326898.0,31.03854971,69.051,30.949,100.0,31.3,100.0,14.7106,31873748770.0313
Estonia,EST,2020,1329522.0,31.09992982,69.229,30.771,100.0,40.4,100.0,11.5416,31820771493.8974
Finland,FIN,2008,5313399.0,17.48403751,83.299,16.701,100.0,34.6,100.0,59.0946,285698662071.094
Finland,FIN,2009,5338871.0,17.56785456,83.429,16.571,100.0,32.5,100.0,56.5001,253480783439.453
Finland,FIN,2010,5363352.0,17.64841066,83.77,16.23,100.0,33.4,100.0,65.397,249429613683.334
Finland,FIN,2011,5388272.0,17.73099477,84.313,15.687,100.0,35.1,100.0,57.768,275126915515.565
Finland,FIN,2012,5413971.0,17.81556155,84.841,15.159,100.0,38.7,100.0,51.9019,257443384492.969
Finland,FIN,2013,5438972.0,17.89783145,85.125,14.875,100.0,38.5,100.0,53.0017,270268036626.275
Finland,FIN,2014,5461512.0,17.97200303,85.175,14.825,100.0,41.2,100.0,49.0463,273478528954.901
Finland,FIN,2015,5479531.0,18.03011089,85.225,14.775,100.0,43.2,100.0,45.6594,233210733506.25
Finland,FIN,2016,5495303.0,18.08200783,85.275,14.725,100.0,42.4,100.0,48.4776,238777818792.608
Finland,FIN,2017,5508214.0,18.12389445,85.325,14.675,100.0,44.4,100.0,45.5711,253846000000.0
Finland,FIN,2018,5515525.0,18.14795012,85.382,14.618,100.0,44.2,100.0,47.1684,273869255596.078
Finland,FIN,2019,5521606.0,18.16736091,85.446,14.554,100.0,45.4,100.0,43.7069,267014821129.411
Finland,FIN,2020,5529543.0,18.19287688,85.517,14.483,100.0,47.3,100.0,39.0201,270000311606.226
France,FRA,2008,64375116.0,117.5678806,77.868,22.132,100.0,10.5,100.0,381.9631,2926802941585.86
France,FRA,2009,64706436.0,118.1729683,78.117,21.883,100.0,11.2,100.0,369.3187,2700075882518.98
France,FRA,2010,65026211.0,118.7569714,78.369,21.631,100.0,11.9,100.0,376.5955,2646230027988.34
France,FRA,2011,65340830.0,119.3315582,78.622,21.378,100.0,10.6,100.0,363.3023,2870408553990.28
France,FRA,2012,65657659.0,119.910181,78.878,21.122,100.0,12.3,100.0,365.248,2683007095787.23
France,FRA,2013,65997932.0,120.5316195,79.135,20.865,100.0,13.4,100.0,359.7839,2816077607875.26
France,FRA,2014,66312067.0,121.1053224,79.394,20.606,100.0,13.2,100.0,326.9437,2861236112552.42
France,FRA,2015,66548272.0,121.5367021,79.655,20.345,100.0,13.3,100.0,331.9617,2442483452642.5
France,FRA,2016,66724104.0,121.857823,79.917,20.083,100.0,14.2,100.0,335.0173,2470407619777.13
France,FRA,2017,66918020.0,122.2119706,80.18,19.82,100.0,14.1,100.0,338.5848,2588868323334.71
France,FRA,2018,67158348.0,122.6508802,80.444,19.556,100.0,15.2,100.0,327.6848,2781576320884.39
France,FRA,2019,67382061.0,123.0594459,80.709,19.291,100.0,15.5,100.0,321.6696,2722793515171.76
France,FRA,2020,67601110.0,123.4594937,80.975,19.025,100.0,16.8,100.0,286.3395,2647926055110.05
Georgia,GEO,2008,3848449.0,67.33001505,54.765,45.235,100.0,36.3,60.7,5.4894,12795145130.9103
Georgia,GEO,2009,3814419.0,66.73464782,55.15,44.85,100.0,36.7,62.8,6.3333,10766920065.8251
Georgia,GEO,2010,3786695.0,66.24960635,55.535,44.465,100.0,39.1,66.0,6.1637,12426907967.1578
Georgia,GEO,2011,3756441.0,65.72030162,55.919,44.081,100.0,31.5,68.5,7.4585,15475290469.2869
Georgia,GEO,2012,3728874.0,65.23800693,56.303,43.697,100.0,28.7,71.0,8.1409,16894392033.2256
Georgia,GEO,2013,3717668.0,65.04195388,56.685,43.315,100.0,32.4,74.2,8.9598,17517660143.6859
Georgia,GEO,2014,3719414.0,65.07250079,57.067,42.933,100.0,30.7,76.8,9.6626,17966015109.3043
Georgia,GEO,2015,3725276.0,65.17505861,57.448,42.552,100.0,27.5,79.2,10.3921,15223796148.8396
Georgia,GEO,2016,3727505.0,65.21405578,57.837,42.163,100.0,27.2,81.9,10.7581,15444548901.9637
Georgia,GEO,2017,3728004.0,65.22278596,58.231,41.769,100.0,27.5,84.2,10.98,16473125375.0684
Georgia,GEO,2018,3726549.0,65.19733021,58.632,41.368,99.9,27.4,86.0,10.9142,17902544880.6471
Georgia,GEO,2019,3720161.0,65.08556982,59.039,40.961,100.0,24.7,87.8,11.7339,17638337116.9126
Georgia,GEO,2020,3722716.0,65.13027048,59.453,40.547,100.0,23.4,89.6,11.3617,16010869216.0
Germany,DEU,2008,82110097.0,235.5221782,76.575,23.425,100.0,10.2,100.0,823.5429,3808786022312.5
Germany,DEU,2009,81902307.0,234.9396374,76.771,23.229,100.0,10.7,100.0,763.9593,3479800820863.28
Germany,DEU,2010,81776930.0,234.6069082,76.966,23.034,100.0,11.6,100.0,809.1071,3468154343000.01
Germany,DEU,2011,80274983.0,230.3046333,77.16,22.84,100.0,12.5,100.0,783.1138,3824828563521.41
Germany,DEU,2012,80425823.0,230.7506255,77.17,22.83,100.0,13.6,100.0,795.7335,3597896500945.31
Germany,DEU,2013,80645605.0,231.1557126,77.18,22.82,100.0,13.6,100.0,813.1739,3808086291482.36
Germany,DEU,2014,80982500.0,232.1080539,77.19,22.81,100.0,14.0,100.0,773.2646,3965800686309.79
Germany,DEU,2015,81686611.0,234.1529869,77.2,22.8,100.0,14.6,100.0,779.7272,3423568450957.03
Germany,DEU,2016,82348669.0,235.7129294,77.224,22.776,100.0,14.2,100.0,783.995,3537784107980.55
Germany,DEU,2017,82657002.0,236.5887226,77.261,22.739,100.0,15.2,100.0,769.1068,3763092263752.95
Germany,DEU,2018,82905782.0,237.2940123,77.312,22.688,100.0,16.0,100.0,744.5547,4052008447223.53
Germany,DEU,2019,83092962.0,237.8229543,77.376,22.624,100.0,17.1,100.0,693.5111,3957208055215.68
Germany,DEU,2020,83160871.0,238.0173188,77.453,22.547,100.0,18.5,100.0,637.3954,3940142541354.1
Greece,GRC,2008,11077841.0,85.94135764,75.568,24.432,100.0,8.3,100.0,101.8191,351121399546.485
Greece,GRC,2009,11107017.0,86.16770365,75.932,24.068,100.0,9.2,100.0,96.1591,326829054686.306
Greece,GRC,2010,11121341.0,86.27882855,76.292,23.708,100.0,11.4,100.0,89.051,296417644404.034
Greece,GRC,2011,11104899.0,86.1512723,76.649,23.351,100.0,11.4,100.0,86.0982,283228079776.041
Greece,GRC,2012,11045011.0,85.68666408,77.004,22.996,100.0,14.2,100.0,81.5011,238841140018.233
Greece,GRC,2013,10965211.0,85.06757952,77.355,22.645,100.0,16.6,100.0,73.8659,236556279640.705
Greece,GRC,2014,10892413.0,84.50281614,77.702,22.298,100.0,16.4,100.0,71.0042,233911581521.062
Greece,GRC,2015,10820883.0,83.94788984,78.046,21.954,100.0,17.5,100.0,69.4285,194567373678.099
Greece,GRC,2016,10775971.0,83.5994647,78.387,21.613,100.0,16.4,100.0,68.1342,193097239005.87
Greece,GRC,2017,10754679.0,83.43428239,78.724,21.276,100.0,16.4,100.0,68.3568,200381103984.298
Greece,GRC,2018,10732882.0,83.26518231,79.058,20.942,100.0,17.9,100.0,66.5082,213298873494.394
Greece,GRC,2019,10721582.0,83.17751746,79.388,20.612,100.0,18.5,100.0,61.4455,207305649887.019
Greece,GRC,2020,10698599.0,82.99921645,79.715,20.285,100.0,20.1,100.0,52.3082,191362985554.861
Honduras,HND,2008,8012587.0,71.61128787,50.566,49.434,76.4,50.0,40.75,8.6651,13881731875.7466
Honduras,HND,2009,8189899.0,73.19598713,51.225,48.775,78.3,50.5,42.1,8.1654,14587496229.1811
Honduras,HND,2010,8365878.0,74.7687729,51.885,48.115,81.0,53.6,42.4,7.9773,15839344591.9842
Honduras,HND,2011,8540583.0,76.33017249,52.543,47.457,82.2,50.9,43.4,9.4831,17710275685.4074
Honduras,HND,2012,8715076.0,77.88967736,53.202,46.798,83.6,49.3,44.1,9.9221,18528554397.5695
Honduras,HND,2013,8889278.0,79.44658146,53.858,46.142,87.2,51.1,44.5,9.7066,18499729214.904
Honduras,HND,2014,9063122.0,81.000286,54.514,45.486,88.7,52.2,45.0,9.9258,19756533971.8698
Honduras,HND,2015,9237305.0,82.55702029,55.165,44.835,90.0,50.8,45.9,10.5272,20979791685.416
Honduras,HND,2016,9412380.0,84.1217267,55.813,44.187,91.6,52.7,46.5,10.3656,21717604952.1835
Honduras,HND,2017,9588137.0,85.69252838,56.457,43.543,86.5,45.6,46.9,9.3382,23136247990.5977
Honduras,HND,2018,9765210.0,87.27509161,57.096,42.904,91.6,48.9,47.6,8.9964,24067750760.499
Honduras,HND,2019,9943633.0,88.86972026,57.73,42.27,91.1,46.2,48.1,10.1608,24882225741.8119
Honduras,HND,2020,10119640.0,90.44275628,58.359,41.641,93.1,50.2,48.9,8.8253,23352232483.755
Hungary,HUN,2008,10038188.0,112.0208459,67.943,32.057,100.0,9.0,100.0,57.3322,158325614580.628
Hungary,HUN,2009,10022650.0,110.7108141,68.46,31.54,100.0,12.3,100.0,51.2309,131069255620.567
Hungary,HUN,2010,10000023.0,110.4608748,68.911,31.089,100.0,13.5,100.0,51.8402,132175349953.713
Hungary,HUN,2011,9971727.0,110.1483155,69.358,30.642,100.0,14.7,100.0,50.9661,141942264554.475
Hungary,HUN,2012,9920362.0,109.5809345,69.678,30.322,100.0,16.5,100.0,47.2884,128814279315.132
Hungary,HUN,2013,9893082.0,109.2795979,69.953,30.047,100.0,17.2,100.0,44.5476,135684315697.713
Hungary,HUN,2014,9866468.0,108.1138286,70.227,29.773,100.0,15.7,100.0,44.6648,141033843265.669
Hungary,HUN,2015,9843028.0,107.8569801,70.5,29.5,100.0,15.6,100.0,47.3196,125174166987.372
Hungary,HUN,2016,9814023.0,107.5391519,70.779,29.221,100.0,15.3,100.0,48.1433,128609822750.039
Hungary,HUN,2017,9787966.0,107.253627,71.062,28.938,100.0,14.6,100.0,53.8695,143112196040.326
Hungary,HUN,2018,9775564.0,107.1177296,71.351,28.649,100.0,13.6,100.0,53.6536,160565642983.587
Hungary,HUN,2019,9771141.0,107.0692636,71.644,28.356,100.0,13.6,100.0,52.0727,164020460331.659
Hungary,HUN,2020,9750149.0,106.8392395,71.942,28.058,100.0,14.8,100.0,49.6279,157288955508.176
Ireland,IRL,2008,4489544.0,65.16974888,61.141,38.859,100.0,4.2,100.0,46.0709,275447471451.063
Ireland,IRL,2009,4535375.0,65.83502685,61.342,38.658,100.0,5.3,100.0,40.9621,236443117248.477
Ireland,IRL,2010,4560155.0,66.19473073,61.542,38.458,100.0,5.3,100.0,40.7146,221986000000.0
Ireland,IRL,2011,4580084.0,66.484018,61.742,38.258,100.0,7.0,100.0,36.9397,241337364609.738
Ireland,IRL,2012,4599533.0,66.76633764,61.942,38.058,100.0,6.9,100.0,37.4219,227270922957.327
Ireland,IRL,2013,4623816.0,67.11882712,62.141,37.859,100.0,7.7,100.0,36.1502,243301556084.989
Ireland,IRL,2014,4657740.0,67.61126433,62.34,37.66,100.0,8.8,100.0,35.9674,266787238499.03
Ireland,IRL,2015,4701957.0,68.25311366,62.538,37.462,100.0,9.5,100.0,37.4781,302391428540.035
Ireland,IRL,2016,4755335.0,69.0279431,62.737,37.263,100.0,8.6,100.0,39.3894,305733136180.907
Ireland,IRL,2017,4807388.0,69.78353898,62.947,37.053,100.0,10.1,100.0,38.1792,348532394023.595
Ireland,IRL,2018,4867316.0,70.65344753,63.17,36.83,100.0,10.8,100.0,37.8977,395461216460.418
Ireland,IRL,2019,4934340.0,71.62636087,63.405,36.595,100.0,12.3,100.0,36.2568,407124824064.995
Ireland,IRL,2020,4985382.0,72.36728117,63.653,36.347,100.0,13.7,100.0,34.1987,436555518400.451
Israel,ISR,2008,7308800.0,337.7449168,91.702,8.298,100.0,8.9,100.0,67.8895,220552442865.106
Israel,ISR,2009,7485600.0,345.9149723,91.763,8.237,100.0,8.5,100.0,67.1192,212453641380.363
Israel,ISR,2010,7623600.0,352.2920518,91.826,8.174,100.0,8.6,100.0,72.0337,238912622309.59
Israel,ISR,2011,7765800.0,358.8632163,91.892,8.108,100.0,9.1,100.0,71.2182,267406179630.431
Israel,ISR,2012,7910500.0,365.5499076,91.96,8.04,100.0,2.9,100.0,77.6618,262917911696.944
Israel,ISR,2013,8059500.0,372.435305,92.031,7.969,100.0,3.3,100.0,68.3562,297634145181.876
Israel,ISR,2014,8215700.0,379.6534196,92.104,7.896,100.0,3.7,100.0,66.0166,314090281098.682
Israel,ISR,2015,8380100.0,387.2504621,92.179,7.821,100.0,3.7,100.0,68.0736,302722655203.465
Israel,ISR,2016,8546000.0,394.9168207,92.256,7.744,100.0,4.0,100.0,67.6626,320958936788.842
Israel,ISR,2017,8713300.0,402.6478743,92.336,7.664,100.0,3.9,100.0,67.9277,357227098125.658
Israel,ISR,2018,8882800.0,410.4805915,92.418,7.582,100.0,3.8,100.0,63.5495,375149611117.199
Israel,ISR,2019,9054000.0,418.3918669,92.501,7.499,100.0,4.5,100.0,64.7752,399651065197.871
Israel,ISR,2020,9215100.0,425.836414,92.587,7.413,100.0,5.6,100.0,60.1979,411728563086.632
Italy,ITA,2008,58826731.0,198.9284758,68.092,31.908,100.0,10.8,100.0,464.7125,2417508414187.19
Italy,ITA,2009,59095365.0,199.8368885,68.209,31.791,100.0,12.5,100.0,413.4588,2209484319012.65
Italy,ITA,2010,59277417.0,200.4525156,68.327,31.673,100.0,12.8,100.0,423.0356,2144936254535.0
Italy,ITA,2011,59379449.0,200.797547,68.444,31.556,100.0,11.9,100.0,414.2935,2306974020278.21
Italy,ITA,2012,59539717.0,201.3395093,68.684,31.316,100.0,14.4,100.0,394.019,2097929495121.68
Italy,ITA,2013,60233948.0,203.6871208,68.979,31.021,100.0,16.3,100.0,361.3839,2153225581941.46
Italy,ITA,2014,60789140.0,205.5645581,69.272,30.728,100.0,17.1,100.0,342.9496,2173255507985.84
Italy,ITA,2015,60730582.0,205.3665384,69.565,30.435,100.0,16.6,100.0,353.6594,1845428048839.1
Italy,ITA,2016,60627498.0,205.0179495,69.855,30.145,100.0,16.1,100.0,348.9828,1887111188176.93
Italy,ITA,2017,60536709.0,204.7109374,70.144,29.856,100.0,16.4,100.0,345.3645,1970720904584.71
Italy,ITA,2018,60421760.0,204.3222259,70.438,29.562,100.0,17.1,100.0,340.336,2099435266458.67
Italy,ITA,2019,59729081.0,201.9805456,70.736,29.264,100.0,17.3,100.0,331.7847,2019606796583.53
Italy,ITA,2020,59438851.0,200.9991005,71.039,28.961,100.0,18.7,100.0,295.1252,1907481094079.23
Japan,JPN,2008,128063000.0,351.3388203,89.103,10.897,100.0,4.4,100.0,1224.1373,5106679115127.3
Japan,JPN,2009,128047000.0,351.2949246,89.989,10.011,100.0,4.5,100.0,1160.5822,5289493117993.89
Japan,JPN,2010,128070000.0,351.3580247,90.812,9.188,100.0,4.7,100.0,1220.1217,5759071769013.11
Japan,JPN,2011,127833000.0,350.7078189,91.069,8.931,100.0,4.8,100.0,1272.5496,6233147172341.35
Japan,JPN,2012,127629000.0,350.1481481,91.148,8.852,100.0,4.7,100.0,1310.7079,6272362996105.03
Japan,JPN,2013,127445000.0,349.6433471,91.226,8.774,100.0,5.0,100.0,1325.6359,5212328181166.18
Japan,JPN,2014,127276000.0,349.1796982,91.304,8.696,100.0,5.6,100.0,1275.3314,4896994405353.29
Japan,JPN,2015,127141000.0,348.8093278,91.381,8.619,100.0,6.2,100.0,1234.7191,4444930651964.18
Japan,JPN,2016,127076000.0,348.6310014,91.457,8.543,100.0,6.4,100.0,1221.3967,5003677627544.24
Japan,JPN,2017,126972000.0,348.345679,91.535,8.465,100.0,6.9,100.0,1205.9214,4930837369151.42
Japan,JPN,2018,126811000.0,347.9039781,91.616,8.384,100.0,7.3,100.0,1166.6375,5040880939324.86
Japan,JPN,2019,126633000.0,347.4156379,91.698,8.302,100.0,7.8,100.0,1127.7446,5117993853016.51
Japan,JPN,2020,126261000.0,346.3950617,91.782,8.218,100.0,8.5,100.0,1062.869,5055587093501.59
Kyrgyz Republic,KGZ,2008,5318729.0,27.73059958,35.285,64.715,99.5,22.0,68.2,7.6036,5139958909.17936
Kyrgyz Republic,KGZ,2009,5389643.0,28.10032847,35.284,64.716,99.5,24.7,70.1,6.8986,4690061380.60253
Kyrgyz Republic,KGZ,2010,5467059.0,28.50395725,35.306,64.694,99.0,25.6,71.5,6.4851,4794361863.01353
Kyrgyz Republic,KGZ,2011,5546586.5,28.91859489,35.352,64.648,98.3,26.0,72.8,7.8085,6197765984.28468
Kyrgyz Republic,KGZ,2012,5652076.0,29.46859228,35.423,64.577,99.8,22.4,74.2,10.2332,6605142884.36215
Kyrgyz Republic,KGZ,2013,5777150.0,30.12069864,35.517,64.483,98.9,24.8,75.1,9.5841,7335033800.59056
Kyrgyz Republic,KGZ,2014,5905847.5,30.79169708,35.635,64.365,99.8,26.6,76.0,9.8589,7468102412.68237
Kyrgyz Republic,KGZ,2015,6040035.5,31.49132169,35.777,64.223,98.7,23.5,76.6,10.2587,6678177511.66313
Kyrgyz Republic,KGZ,2016,6175337.5,32.19675443,35.944,64.056,99.7,22.2,76.9,9.7179,6813095379.1187
Kyrgyz Republic,KGZ,2017,6306695.5,32.88162409,36.135,63.865,100.0,24.7,77.2,9.5944,7702938379.42036
Kyrgyz Republic,KGZ,2018,6444078.5,33.59790667,36.351,63.649,100.0,23.4,77.3,11.4059,8271106235.41552
Kyrgyz Republic,KGZ,2019,6590211.0,34.35980709,36.591,63.409,99.9,28.3,77.3,10.1614,9371275264.36735
Kyrgyz Republic,KGZ,2020,6726595.5,35.07088373,36.856,63.144,99.9,30.0,77.1,9.1595,8270468614.24051
Latvia,LVA,2008,2177322.0,34.98998827,67.834,32.166,99.7,33.7,100.0,8.4559,34135200994.0067
Latvia,LVA,2009,2141669.0,34.41703762,67.814,32.186,100.0,38.4,100.0,7.7149,25691530442.035
Latvia,LVA,2010,2097555.0,33.70811706,67.841,32.159,99.8,33.1,100.0,8.864,23468324572.3343
Latvia,LVA,2011,2059709.0,33.09992447,67.869,32.131,99.8,35.5,100.0,8.204,26575547900.8247
Latvia,LVA,2012,2034319.0,32.69190223,67.897,32.103,100.0,40.4,100.0,7.9978,27116149948.6683
Latvia,LVA,2013,2012647.0,32.34362897,67.925,32.075,100.0,39.6,100.0,7.763,29152128167.8438
Latvia,LVA,2014,1993782.0,32.04046475,67.952,32.048,100.0,40.2,100.0,7.5388,30277203767.4058
Latvia,LVA,2015,1977527.0,31.77924374,67.98,32.02,100.0,38.1,100.0,7.6272,26344565876.8902
Latvia,LVA,2016,1959537.0,31.49014094,68.021,31.979,100.0,38.5,100.0,7.4529,27117105059.5075
Latvia,LVA,2017,1942248.0,31.21230334,68.075,31.925,100.0,42.6,100.0,7.4036,29391059767.4259
Latvia,LVA,2018,1927174.0,30.97006123,68.142,31.858,100.0,41.0,100.0,8.0762,33247935477.3576
Latvia,LVA,2019,1913822.0,30.75549199,68.222,31.778,100.0,41.5,100.0,7.871,33099503950.847
Latvia,LVA,2020,1900449.0,30.53911297,68.315,31.685,100.0,43.8,100.0,7.2521,33379927434.6149
Lithuania,LTU,2008,3198231.0,51.02881532,66.848,33.152,99.4,18.3,100.0,15.8161,47831254207.5223
Lithuania,LTU,2009,3162916.0,50.46535301,66.842,33.158,99.5,20.1,100.0,13.195,37494380038.9213
Lithuania,LTU,2010,3097282.0,49.4181412,66.757,33.243,99.7,21.5,100.0,14.0266,36638128534.0643
Lithuania,LTU,2011,3028115.0,48.31533012,66.741,33.259,99.7,22.7,100.0,14.3115,43186501862.7907
Lithuania,LTU,2012,2987773.0,47.67165013,66.864,33.136,100.0,23.9,100.0,14.4789,42709372066.8627
Lithuania,LTU,2013,2957689.0,47.19088951,66.986,33.014,100.0,26.3,100.0,13.3554,46303660422.0434
